"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FRZ5ERAD","journalArticle","2001","D'Antonio, Carla M.; Hughes, R. Flint; Vitousek, Peter M.","FACTORS INFLUENCING DYNAMICS OF TWO INVASIVE C <sub>4</sub> GRASSES IN SEASONALLY DRY HAWAIIAN WOODLANDS","Ecology","","0012-9658","10.1890/0012-9658(2001)082[0089:FIDOTI]2.0.CO;2","http://doi.wiley.com/10.1890/0012-9658(2001)082[0089:FIDOTI]2.0.CO;2","The introduced C4 bunchgrass, Schizachyrium condensatum, is abundant in unburned, seasonally dry woodlands on the island of Hawaii, where it promotes the spread of ﬁre. After ﬁre, it is partially replaced by Melinis minutiﬂora, another invasive C4 grass. Seed bank surveys in unburned woodland showed that Melinis seed is present in locations without adult plants. Using a combination of germination tests and seedling outplant experiments, we tested the hypothesis that Melinis was unable to invade the unburned woodland because of nutrient and/or light limitation. We found that Melinis germination and seedling growth are depressed by the low light levels common under Schizachyrium in unburned woodland. Outplanted Melinis seedlings grew rapidly to ﬂowering and persisted for several years in unburned woodland without nutrient additions, but only if Schizachyrium individuals were removed. Nutrients alone did not facilitate Melinis establishment.","2001-01","2021-09-30 16:45:30","2021-09-30 16:45:30","2021-09-30 16:45:30","89-104","","1","82","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/5MDEH8TF/D'Antonio et al. - 2001 - FACTORS INFLUENCING DYNAMICS OF TWO INVASIVE C su.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYE8BX73","journalArticle","2000","Denno, Robert F.; Peterson, Merrill A.; Gratton, Claudio; Cheng, Jiaan; Langellotto, Gail A.; Huberty, Andrea F.; Finke, Deborah L.","FEEDING-INDUCED CHANGES IN PLANT QUALITY MEDIATE INTERSPECIFIC COMPETITION BETWEEN SAP-FEEDING HERBIVORES","Ecology","","0012-9658","10.1890/0012-9658(2000)081[1814:FICIPQ]2.0.CO;2","http://doi.wiley.com/10.1890/0012-9658(2000)081[1814:FICIPQ]2.0.CO;2","Feeding-induced plant resistance is a well-documented phenomenon for leafchewing insects. Furthermore, feeding-induced resistance provides the mechanistic basis for many cases of delayed interspeciﬁc competition, whereby previous feeding by one species diminishes the performance of other herbivores which attack the same plant later in the season. This phenomenon, however, has been very poorly investigated for sap-feeding insects. The results we present here for salt marsh-inhabiting planthoppers (Prokelisia dolus and P. marginata) provide one of the few known examples of delayed, plant-mediated interspeciﬁc competition between two sap-feeding insects.","2000-07","2021-09-30 16:45:31","2021-09-30 16:45:31","2021-09-30 16:45:31","1814-1827","","7","81","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/AV2YC7BL/Denno et al. - 2000 - FEEDING-INDUCED CHANGES IN PLANT QUALITY MEDIATE I.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B7JN9P7L","journalArticle","2000","Cater, Timothy C.; Chapin, F. Stuart","DIFFERENTIAL EFFECTS OF COMPETITION OR MICROENVIRONMENT ON BOREAL TREE SEEDLING ESTABLISHMENT AFTER FIRE","Ecology","","0012-9658","10.1890/0012-9658(2000)081[1086:DEOCOM]2.0.CO;2","http://doi.wiley.com/10.1890/0012-9658(2000)081[1086:DEOCOM]2.0.CO;2","We used a combination of surveys of natural vegetation and seed-sowing and seedling transplant experiments to determine the relative importance of competition and microenvironmental modiﬁcation as mechanisms by which understory vegetation inﬂuences the establishment of tree seedlings in an Alaskan postﬁre boreal forest. Seedlings of white spruce (Picea glauca) and paper birch (Betula papyrifera) became established more frequently than expected in patches that were dominated by horsetail (Equisetum arvense), and less frequently than expected in patches of bluestem (Calamagrostis canadensis) and other vegetation. Similarly, birch and spruce, whether sown directly or transplanted as seedlings into horsetail-dominated patches generally showed greater survivorship, growth, and nitrogen accumulation (for birch only) than did those transplanted into bluestem or quaking aspen (Populus tremuloides) patches. Clipping experiments demonstrated that the presence of aboveground vegetation reduced survivorship (for birch only), growth (for both species), and nitrogen accumulation (for spruce only) in all patch types. Thus, the understory vegetation in all patch types competed with tree seedlings. However, patch ϫ clipping interactions were either absent or could not explain the greater inhibition of seedling establishment by bluestem or aspen than by horsetail. The strong inhibitory effect of bluestem and aspen on the establishment of spruce and birch seedlings is best explained by the unfavorable temperature and moisture microenvironments in these patches, rather than by differential competition in patches of bluestem, horsetail, or aspen. Many asymmetrical species interactions that are thought to drive successional change may result more from the contrasting effects that species have on their environment than from resource competition among species.","2000-04","2021-09-30 16:45:33","2021-09-30 16:45:33","2021-09-30 16:45:33","1086-1099","","4","81","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/M5K8TLXJ/Cater and Chapin - 2000 - DIFFERENTIAL EFFECTS OF COMPETITION OR MICROENVIRO.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EFKEZJ2W","journalArticle","1999","Kiesecker, Joseph M.; Blaustein, Andrew R.","PATHOGEN REVERSES COMPETITION BETWEEN LARVAL AMPHIBIANS","Ecology","","0012-9658","10.1890/0012-9658(1999)080[2442:PRCBLA]2.0.CO;2","http://doi.wiley.com/10.1890/0012-9658(1999)080[2442:PRCBLA]2.0.CO;2","Ecologists have often suggested that the presence of pathogens that differentially affect interacting species may affect the outcome of interactions, yet few experimental studies have documented pathogen-mediated interactions using a natural host–parasite system. We studied the effects of a pathogenic water mold, Saprolegnia ferax, on competitive interactions between the Cascades frog Rana cascadae and the Paciﬁc treefrog Hyla regilla. Previous studies have shown that outbreaks of Saprolegnia infection in the Cascade mountains of Oregon, USA, result in high embryonic mortality for Rana but not for Hyla. Thus, we examined how infections of Saprolegnia during amphibian embryonic development could inﬂuence larval recruitment and competitive interactions between larval Rana and Hyla. We manipulated the presence of Saprolegnia and embryonic Hyla and Rana in replicated artiﬁcial ponds and determined mean survivorship to hatching per pool from daily observations during embryonic development. Pools were then followed throughout larval development, and we recorded mean mass of tadpoles at metamorphosis and time to metamorphosis per pool. The presence of Saprolegnia differentially affected larval recruitment of the two species; larval recruitment of Rana was reduced by 46.2% in the presence of Saprolegnia, whereas Hyla survival was not affected. However, larval Rana that survived Saprolegnia infection developed faster and were larger at metamorphosis compared to individuals not exposed to Saprolegnia. In the absence of Saprolegnia, Rana had strong negative effects on the growth, development, and survival of Hyla. However, in the presence of Saprolegnia, the outcome of competitive interactions between the two species was reversed. Saprolegnia may have positive indirect effects on both Hyla and Rana by regulating both intra- and interspeciﬁc competition. These results suggest that pathogens can have strong effects on species interactions and may ultimately inﬂuence community structure.","1999-10","2021-09-30 16:45:34","2021-09-30 16:45:35","2021-09-30 16:45:34","2442-2448","","7","80","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/AHRFXH2I/Kiesecker and Blaustein - 1999 - PATHOGEN REVERSES COMPETITION BETWEEN LARVAL AMPHI.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YI3MJK2I","journalArticle","1999","Hartnett, David C.; Wilson, Gail W. T.","MYCORRHIZAE INFLUENCE PLANT COMMUNITY STRUCTURE AND DIVERSITY IN TALLGRASS PRAIRIE","Ecology","","0012-9658","10.1890/0012-9658(1999)080[1187:MIPCSA]2.0.CO;2","http://doi.wiley.com/10.1890/0012-9658(1999)080[1187:MIPCSA]2.0.CO;2","In grassland ecosystems, symbiotic associations between plants and mycorrhizal fungi are widespread and have important inﬂuences on the life histories, demography, and species interactions of plants, and on belowground ecosystem processes. To assess the consequences of the symbiosis at the plant community level, we conducted a 5-yr ﬁeld experiment in tallgrass prairie to investigate the inﬂuence of arbuscular mycorrhizal fungi on plant species composition, relative abundances, and diversity. Replicate plots in which mycorrhizal fungi were suppressed with benomyl application every two weeks during each growing season, were compared to nontreated mycorrhizal control plots on six watershed units at the Konza Prairie in northeastern Kansas. Benomyl successfully reduced mycorrhizal colonization to Ͻ25% of mycorrhizal control plots. Mycorrhizal colonization of roots in control plots was inversely related to annual precipitation. Suppression of mycorrhizae resulted in decreases in abundances of the dominant, obligately mycotrophic C4 tall grasses, compensatory increases in abundances of many subordinate facultatively mycotrophic C3 grasses and forbs, but no change in total aboveground biomass, as estimated from canopy density. Suppression of mycorrhizal symbiosis resulted in a large increase in plant species diversity. Two possible mechanisms for mycorrhizal mediation of plant species composition and diversity are: (1) alterations in resource distribution among neighbors via hyphal connections, and (2) differential host species responses to mycorrhizal fungal colonization in communities in which the competitive dominants are more strongly or more weakly mycotrophic than their neighbors. The results of this study demonstrate that mycorrhizal symbiosis can have large effects on plant community structure, and that differential host species response to fungal colonization is a key factor explaining the dominance of warmseason C4 grasses in tallgrass prairie and limiting plant species evenness and diversity. The results also underscore the importance of above- and belowground linkages in tallgrass prairie and indicate that alterations in belowground fungi and rhizosphere processes can have large effects on aboveground ﬂoristic composition and diversity in grasslands.","1999-06","2021-09-30 16:45:36","2021-09-30 16:45:36","2021-09-30 16:45:36","1187-1195","","4","80","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/YQPSFIPW/Hartnett and Wilson - 1999 - MYCORRHIZAE INFLUENCE PLANT COMMUNITY STRUCTURE AN.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32Q7BDMW","journalArticle","1999","Losos, Jonathan B.; Spiller, David A.","DIFFERENTIAL COLONIZATION SUCCESS AND ASYMMETRICAL INTERACTIONS BETWEEN TWO LIZARD SPECIES","Ecology","","0012-9658","10.1890/0012-9658(1999)080[0252:DCSAAI]2.0.CO;2","http://doi.wiley.com/10.1890/0012-9658(1999)080[0252:DCSAAI]2.0.CO;2","Small islands in the Bahamas often do not contain Anolis lizards. We took an experimental approach to investigate whether absence of A. carolinensis and A. sagrei from these islands results from the inability of populations to become established and whether the presence of the other species has a negative effect on population density and probability of successful colonization. We introduced propagules of ﬁve lizards of each species, either in allopatry or sympatry, on ﬁve blocks of three islands each. Populations were censused yearly using mark–recapture methods. Anolis sagrei populations thrived on almost all islands, whereas within three years, many A. carolinensis populations had gone extinct, and most others were very small. We conclude that an inability to successfully establish populations on small islands might explain the absence of A. carolinensis from these islands, but not the absence of A. sagrei. Anolis carolinensis was not more likely to become extinct on islands containing A. sagrei, but population densities of A. carolinensis were lower on islands with both species (‘‘sympatric islands’’) compared to ‘‘allopatric islands.’’ In addition, A. carolinensis tended to perch higher, relative to available vegetation, on sympatric islands than they did on allopatric islands. Conversely, the presence of A. carolinensis had little impact on A. sagrei populations. However, inspection of population changes through time suggest that A. carolinensis may have initially had an effect on A. sagrei, but this effect decreased as A. carolinensis populations declined. The observed absence of A. sagrei from these islands may indicate that its dispersal abilities are limited relative to the frequency of devastating hurricanes.","1999-01","2021-09-30 16:45:38","2021-09-30 16:45:38","2021-09-30 16:45:38","252-258","","1","80","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/KTKFKXC5/Losos and Spiller - 1999 - DIFFERENTIAL COLONIZATION SUCCESS AND ASYMMETRICAL.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WAL5T45R","journalArticle","1998","Marvier, Michelle A.","PARASITE IMPACTS ON HOST COMMUNITIES: PLANT PARASITISMIN A CALIFORNIA COASTAL PRAIRIE","Ecology","","0012-9658","10.1890/0012-9658(1998)079[2616:PIOHCP]2.0.CO;2","http://doi.wiley.com/10.1890/0012-9658(1998)079[2616:PIOHCP]2.0.CO;2","Generalized parasites may strongly inﬂuence host communities by differentially impacting host species. However, the community effects of an important and widespread group of generalized parasites, the parasitic plants, have been poorly studied. I performed removal experiments to assess the role of a small annual hemiparasite, Triphysaria pusilla (Scrophulariaceae), in a California coastal prairie community.","1998-12","2021-09-30 16:45:39","2021-09-30 16:45:39","2021-09-30 16:45:39","2616-2623","","8","79","","Ecology","PARASITE IMPACTS ON HOST COMMUNITIES","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/2Q9993SR/Marvier - 1998 - PARASITE IMPACTS ON HOST COMMUNITIES PLANT PARASI.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKW464JU","journalArticle","1997","Crowder, Larry B.; Squires, Deborah D.; Rice, James A.","NONADDITIVE EFFECTS OF TERRESTRIAL AND AQUATIC PREDATORS ON JUVENILE ESTUARINE FISH","Ecology","","0012-9658","10.1890/0012-9658(1997)078[1796:NEOTAA]2.0.CO;2","http://doi.wiley.com/10.1890/0012-9658(1997)078[1796:NEOTAA]2.0.CO;2","Small ﬁsh frequently avoid large ﬁsh predators by moving into shallow refuges, but this can increase encounters with terrestrial piscivores. In previous experiments, we documented that juvenile spot (Leiostomus xanthurus) respond to southern ﬂounder (Paralichthys lethostigma) by moving into shallow water. This might increase their risk of predation by birds. We conducted a pond-scale ﬁeld experiment to test the hypothesis that predation by birds and ﬂounder will have nonadditive effects on spot survival and size. We expected spot to have lower survival in the presence of both predators than expected based on their additive effects (i.e., facilitation among predators). The experiment was a 2 ϫ 2 factorial with and without ﬂounders and bird access. Flounder signiﬁcantly reduced spot survival while birds did not, but there was a signiﬁcant interaction effect. Spot survived better with both predators than expected based on adding separate predator effects. Mean spot growth rate was unaffected by treatment. Spot moved to shallow water in the presence of ﬂounder and aggregated more tightly in the presence of birds. The observed nonadditive effects could have been due to interference between ﬂounder and birds. However, because all the ﬂounder in our experiments survived and their growth was unaffected by birds, we favor the idea that behavioral changes (increased aggregation) by spot to avoid bird predation also further reduced their vulnerability to ﬂounder. Our results suggest that modeling the effects of multiple predators will be more complicated than simply adding up the effects observed in experiments with single predators.","1997-09","2021-09-30 16:45:41","2021-09-30 16:45:41","2021-09-30 16:45:41","1796-1804","","6","78","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/JS8KJ79W/Crowder et al. - 1997 - NONADDITIVE EFFECTS OF TERRESTRIAL AND AQUATIC PRE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q48NJ8H5","journalArticle","2002","Micheli, Fiorenza; Peterson, Charles H.; Mullineaux, Lauren S.; Fisher, Charles R.; Mills, Susan W.; Sancho, Gorka; Johnson, Galen A.; Lenihan, Hunter S.","PREDATION STRUCTURES COMMUNITIES AT DEEP-SEA HYDROTHERMAL VENTS","Ecological Monographs","","0012-9615","10.1890/0012-9615(2002)072[0365:PSCADS]2.0.CO;2","http://doi.wiley.com/10.1890/0012-9615(2002)072[0365:PSCADS]2.0.CO;2","The structure and dynamics of natural communities result from the interplay of abiotic and biotic factors. We used manipulative ﬁeld experiments to determine the relative roles of abiotic conditions and biotic interactions in structuring deep-sea (2500 m depth) communities along environmental gradients around hydrothermal vents of the eastern tropical Paciﬁc Ocean (East Paciﬁc Rise, at 9Њ50Ј N). We tested (1) whether predation by crabs and ﬁshes affects the recruitment of benthic species and subsequent community structure and (2) whether the effects of predation vary along the steep gradients of temperature, oxygen, sulﬁde, and metal concentrations near vents. Recruitment substrates (basalt cubic blocks, roughly 10 cm on a side), both uncaged and caged to exclude predators (crabs, ﬁshes, whelks, and octopi), were deployed along a decreasing vent ﬂuid-ﬂux gradient. The exclusion of predators for 8 mo increased the abundance of small mobile gastropods and amphipod crustaceans but decreased the abundance of sessile invertebrates, including juvenile vestimentiferan worms, tubiculous polychaetes, and mussels. Effects of predation were strongest nearest to hydrothermal vents, where abiotic environmental conditions were most extreme but productivity and the overall abundances of benthic invertebrates and mobile predators were the greatest. Additional 5-mo experiments conducted at three different locations showed similar trends at all sites, indicating that these effects of predation on benthic community structure are repeatable. Stomach-content analyses of the most abundant predators found at vents indicated that the zoarcid ﬁsh (Thermarces cerberus) primarily feeds on the vent snail Cyathermia naticoides, the limpet Lepetodrilus elevatus, and the amphipod crustacean Ventiella sulfuris, the very species that showed the greatest increase following predator exclusion. In contrast, brachyuran (Bythograea thermydron) and galatheid (Munidopsis subsquamosa) crab stomachs did not contain small mobile grazers, and crabs presented with arrays of the most common vent invertebrate species preferred mussels and vestimentiferans over limpets. Our results indicate that predation by large mobile predators inﬂuences the structure of hydrothermal vent communities, directly by reducing the abundance of gastropod prey species, and indirectly by reducing gastropod grazing and by bulldozing of recruits of sessile invertebrates.","2002-08","2021-09-30 16:45:42","2021-09-30 16:45:42","2021-09-30 16:45:42","365-382","","3","72","","Ecological Monographs","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/JHV4TTAL/Micheli et al. - 2002 - PREDATION STRUCTURES COMMUNITIES AT DEEP-SEA HYDRO.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R5US6ALE","journalArticle","1999","Menge, Bruce A.; Daley, Bryon A.; Lubchenco, Jane; Sanford, Eric; Dahlhoff, Elizabeth; Halpin, Patricia M.; Hudson, Gregory; Burnaford, Jennifer L.","TOP-DOWN AND BOTTOM-UP REGULATION OF NEW ZEALAND ROCKY INTERTIDAL COMMUNITIES","Ecological Monographs","","0012-9615","10.1890/0012-9615(1999)069[0297:TDABUR]2.0.CO;2","http://doi.wiley.com/10.1890/0012-9615(1999)069[0297:TDABUR]2.0.CO;2","Studies on the west coast of North America suggest that nearshore oceanographic conditions can have important effects on rocky intertidal community structure and dynamics. Speciﬁcally, upwelling-dependent processes in coastal waters can affect both top-down and bottom-up processes on adjacent rocky shores. As a ﬁrst step in testing the prediction that similar linkages occur elsewhere, we investigated the effects and rates of predation, grazing, and recruitment on rocky intertidal community dynamics at upwelling and non-upwelling sites on the South Island of New Zealand. Comparativeexperimental studies were done at each of two sites on both the east and west coasts of the South Island. We quantiﬁed benthic community structure, maximal wave force, nearshore sea-surface temperature, air temperature at low tide, nutrient concentrations, survival of mussels, rates and effects of predation, rates and effects of limpet grazing, recruitment of mussels and barnacles, and RNA:DNA ratios (a growth index) of mussels. Overall, zonation patterns were similar on the upper shore on both coasts: barnacles (Chamaesipho columna) dominated the high zone, and mussels (Mytilus galloprovincialis) the middle zone. In the low zone, however, community structure differed markedly between coasts. East-coast low-zone communities were dominated by mussels with a moderate canopy of kelp, primarily Durvillea spp., while mussels were largely absent from westcoast low zones. Food webs were similar on the different coasts and included predaceous whelks, sea stars, oystercatchers, and herbivorous limpets. Field experiments showed that only sea stars and limpets had strong effects at west-coast sites, and only limpets had strong effects at east-coast sites. The sea star Stichaster australis, previously identiﬁed as a keystone species on the west coast of the North Island, was common and important on the west coast of the South Island but was absent from the east coast.","1999-08","2021-09-30 16:45:44","2021-09-30 16:45:44","2021-09-30 16:45:44","297-330","","3","69","","Ecological Monographs","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/WBXAAU4J/Menge et al. - 1999 - TOP-DOWN AND BOTTOM-UP REGULATION OF NEW ZEALAND R.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NUURIGWJ","journalArticle","2008","Niemelä, M.; Markkola, A.; Mutikainen, P.","Modification of competition between two grass species by a hemiparasitic plant and simulated grazing","Basic and Applied Ecology","","14391791","10.1016/j.baae.2007.01.001","https://linkinghub.elsevier.com/retrieve/pii/S1439179107000023","Plant parasitism and herbivory are common phenomena in natural grasslands, where they may signiﬁcantly affect competition between plant species. However, only few studies have simultaneously examined these two processes. We investigated whether the root hemiparasite Odontites litoralis ssp. litoralis affects the outcome of competition between two clonal graminoids, the endangered Puccinellia phryganodes and the common species Agrostis stolonifera, and whether simulated grazing affects the interaction among these three species. This study system simulates the community of early successional stages of the Bothnian Bay salt marsh meadows, which are intensively grazed by greylag geese (Anser anser). We conducted a factorial greenhouse experiment to study the effects of interspeciﬁc competition (one or two host species present), hemiparasitic infection (hemiparasite present or not), and simulated grazing (host clipped or not) on Puccinellia and Agrostis. Puccinellia was clearly an inferior competitor to Agrostis, whereas the two species did not differ as hosts for the hemiparasite. Infection by the hemiparasite reduced the aboveground biomass of Puccinellia and Agrostis by 59% and 45%, respectively. Competition with Agrostis decreased the biomass of parasitised Puccinellia by 36% and that of non-parasitised Puccinellia by 56%. Parasitism thus seemed to beneﬁt Puccinellia indirectly by decreasing the relative competitive advantage of Agrostis. Moreover, parasitism increased the relative contribution of Puccinellia to the total aboveground host plant biomass. Simulated grazing decreased the aboveground biomass of Agrostis signiﬁcantly more than that of Puccinellia and thus increased the competitive ability of Puccinellia. Simulated grazing of the two host species did not affect the performance of Odontites. These results suggest that both hemiparasitic plants and herbivory may play a signiﬁcant role in the maintenance of plant species diversity by promoting competitively inferior species.","2008-03","2021-09-30 16:45:45","2021-09-30 16:45:45","2021-09-30 16:45:45","117-125","","2","9","","Basic and Applied Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/MVAYBZ7Z/Niemelä et al. - 2008 - Modification of competition between two grass spec.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EL39XBM7","journalArticle","1983","O'Dowd, Dennis J.; Catchpole, E. A.","Ants and extrafloral nectaries: no evidence for plant protection in Helichrysum spp. ? ant interactions","Oecologia","","0029-8549, 1432-1939","10.1007/BF00378837","http://link.springer.com/10.1007/BF00378837","Characterstics of Australian endemic Helichrysum bracteatum and H. viscosum suggest that foraging ants act as ""guards"" of developing flowerheads, protecting capitula from seed predators: (1) extrafloral nectar is secreted from leaves subtending the capitula and from bracts encircling the floral disc during pre- to post-flowering periods; (2) capitula are attended by ants; and, (3) encounters between ants and other capitula visitors, including predispersal seed predators such as Tephritis sp. (Diptera), can be frequent. In experiments to test the ant-guard hypothesis, exclusion of ants from plants increased abundance of other insects on the developing capitula. The difference between ant-access and ant-exclusion treatments was related to ant abundance on the access plants. These effects were statistically significant in spite of the large variation in insect activity between sites and through the season.","1983-09","2021-09-30 16:45:47","2021-09-30 16:45:47","2021-09-30 16:45:47","191-200","","2-3","59","","Oecologia","Ants and extrafloral nectaries","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/MDPZYKPU/O'Dowd and Catchpole - 1983 - Ants and extrafloral nectaries no evidence for pl.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JUKF4CCT","journalArticle","2008","Riley, Leslie A.; Dybdahl, Mark F.; Hall, Robert O.","Invasive species impact: asymmetric interactions between invasive and endemic freshwater snails","Journal of the North American Benthological Society","","0887-3593, 1937-237X","10.1899/07-119.1","https://www.journals.uchicago.edu/doi/10.1899/07-119.1","The strength of biotic interactions between native and invasive species is a key component of invasive species impact, but often is not quantiﬁed explicitly. We measured biotic interaction strengths between an invasive and a native endemic snail species in 2 streams in the western United States. The invasive freshwater New Zealand mudsnail, Potamopyrgus antipodarum, was the dominant snail in a 3rdorder stream, and a closely related endemic snail, Pyrgulopsis robusta, was the dominant snail in a 1st-order tributary stream. We compared consumer–resource (C–R) and consumer–consumer (C–C) per biomass interaction strengths in both streams using ﬁeld enclosure experiments. Consumer effects on algal resources were strong and equivalent for both snail species in both streams. Invasion success of P. antipodarum could not be attributed to an unusually high rate of resource acquisition at either site because the 2 snails exerted equivalent C–R interaction strengths. However, C–C interactions were asymmetric; the invasive snail signiﬁcantly limited growth of the native snail, whereas the native snail facilitated growth of the invasive snail. These effects were stronger in the stream where P. antipodarum was dominant. Thus, per biomass interaction strengths indicated that asymmetric interactions could be contributing to patterns of dominance by invasive and endemic stream snails.","2008-09","2021-09-30 16:45:48","2021-09-30 16:45:48","2021-09-30 16:45:48","509-520","","3","27","","Journal of the North American Benthological Society","Invasive species impact","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/IDDNTZHX/Riley et al. - 2008 - Invasive species impact asymmetric interactions b.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8I89GDAR","journalArticle","2007","Schädler, Martin; Brandl, Roland; Haase, Josephine","ANTAGONISTIC INTERACTIONS BETWEEN PLANT COMPETITION AND INSECT HERBIVORY","Ecology","","0012-9658","10.1890/06-0647","http://doi.wiley.com/10.1890/06-0647","Interspeciﬁc competition between plants and herbivory by specialized insects can have synergistic effects on the growth and performance of the attacked host plant. We tested the hypothesis that competition between plants may also negatively affect the performance of herbivores as well as their top-down effect on the host plant. In such a case, the combined effects of competition and herbivory may be less than expected from a simple multiplicative response. In other words, competition and herbivory may interact antagonistically. In a greenhouse experiment, Poa annua was grown in the presence or absence of a competitor (either Plantago lanceolata or Trifolium repens), as well as with or without a Poaspecialist aphid herbivore. Both competition and herbivory negatively affected Poa growth. Competition also reduced aphid density on Poa. This effect could in part be explained by changes in the biomass and the nitrogen content of Poa shoots. In treatments with competitors, reduced aphid densities alleviated the negative effect of herbivory on above- and belowground Poa biomass. Hence, we were able to demonstrate an antagonistic interaction between plant–plant interspeciﬁc competition and herbivory. However, response indices suggested that antagonistic interactions between competition and herbivory were contingent on the identity of the competitor. We found the antagonistic effect only in treatments with T. repens as the competitor. We conclude that both competitor identity and the herbivore’s ability to respond with changes in its density or activity to plant competition affect the magnitude and direction (synergistic vs. antagonistic) of the interaction between competition and herbivory on plant growth.","2007-06","2021-09-30 16:45:50","2021-09-30 16:45:50","2021-09-30 16:45:50","1490-1498","","6","88","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/simontye/Zotero/storage/FKE7HGYD/Schädler et al. - 2007 - ANTAGONISTIC INTERACTIONS BETWEEN PLANT COMPETITIO.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
